predicted,ground_truth
"SubString{String}[""web search"", ""caption features"", ""first caption"", ""a caption"", ""search results"", ""search result"", ""terms query"", ""query terms"", ""first query"", ""a query"", ""other search"", ""first clickthrough"", ""a clickthrough"", ""search engine"", ""other features"", ""a user"", ""caption"", ""other results"", ""first result"", ""other user"", ""a result"", ""a similar set"", ""other terms"", ""first page"", ""more features"", ""first feature"", ""a page"", ""a feature"", ""influence user"", ""a snippet"", ""a relevance"", ""query"", ""snippet feature"", ""search"", ""result position"", ""a number"", ""more terms"", ""clickthrough"", ""a document"", ""a title"", ""influence users"", ""a set"", ""other work"", ""a similar"", ""other queries"", ""other information"", ""similar relevance"", ""more clickthroughs"", ""features"", ""results"", ""user"", ""result"", ""more queries"", ""terms"", ""first"", ""a"", ""page"", ""feature"", ""snippets"", ""other"", ""snippet"", ""relevance"", ""users"", ""figure"", ""clickthroughs"", ""number"", ""al."", ""influence"", ""captions"", ""document"", ""work"", ""sentences"", ""position"", ""more"", ""title"", ""queries"", ""set"", ""similar"", ""information""]","[""web search behavior"", ""extractive summarization"", ""snippet"", ""clickthrough inversion"", ""web search"", ""summarization"", ""clickthrough pattern"", ""caption feature"", ""human factor"", ""query log"", ""query re-formulation"", ""significant word"", ""query term match""]"
"SubString{String}[""value v ="", ""· v ="", ""a technology and value v"", ""case γ ="", ""actions a ="", ""v ="", ""= γ and"", ""· v −"", ""optimal contract problem"", ""a success function t"", ""n ="", ""n different agents"", ""i ="", ""γ ="", ""= γ"", ""optimal contract contracts"", ""technology function t"", ""agents n and"", ""agents case"", ""agency case and let"", ""v −"", ""− γ and"", ""optimal contract"", ""success function t"", ""="", ""a success function"", ""optimal contracts and"", ""technology or a"", ""a function t"", ""n agents"", ""technology function"", ""optimal set"", ""agent i ∈"", ""optimal number"", ""principal\""s project value"", ""and a value"", ""− orbit"", ""agents and"", ""n −"", ""value v"", ""function v"", ""− γ"", ""γ −"", ""non-strategic case and"", ""optimal actions"", ""< v <"", ""optimal contracts"", ""such technology"", ""· v"", ""v ·"", ""technology t"", ""a technology"", ""success function"", ""probability function"", ""probability γ and"", ""general anonymous technologies"", ""transition value"", ""anonymous technology"", ""principal\""s value"", ""function t"", ""technology and"", ""a value"", ""a function"", ""agents"", ""agency case"", ""a contract"", ""agent i"", ""anonymous case"", ""non-strategic case"", ""and a cost"", ""success probability"", ""v >"", ""agency and non-strategic"", ""value and"", ""v <"", ""· n"", ""n ·"", ""v and"", ""cost function"", ""< γ <"", ""−"", ""v ≥"", ""optimal"", ""principal\""s problem"", ""agent cost"", ""a principal"", ""a different"", ""a problem"", ""a success"", ""such a"", ""a set"", ""· and"", ""a general"", ""a transition"", ""probability γ"", ""principal contracts"", ""principal and"", ""success or"", ""problem <"", ""principal\""s utility"", ""problem and"", ""success and"", ""and success"", ""effort or"", ""project success"", ""a ∈"", ""effort and"", ""i ∈"", ""technology"", ""anonymous t"", ""transition and"", ""γ ∈"", ""orbit size"", ""or n"", ""n >"", ""and a"", ""a cost"", ""n ≥"", ""case"", ""agency or"", ""value"", ""anonymous technologies"", ""function"", ""v"", ""agency and"", ""actions or"", ""γ and"", ""agent"", ""contract"", ""anonymous and"", ""and cost"", ""and let"", ""·"", ""principal"", ""different"", ""problem"", ""success"", ""probability"", ""effort"", ""such"", ""set"", ""general"", ""transition"", ""number"", ""principal\""s"", ""t"", ""orbit"", ""a"", ""n"", ""utility"", ""∈"", ""i"", ""agency"", ""γ"", ""actions"", ""technologies"", ""anonymous"", ""size"", ""non-strategic"", ""or"", "">"", ""contracts"", ""<"", ""economic"", ""and"", ""cost"", ""project"", ""let"", ""sets"", ""≥""]","[""classical principalagent"", ""quality of service"", ""combinatorial agency"", ""nash equilibrium"", ""anonymous technology"", ""price of unaccountability"", ""optimal set of contract"", ""contract optimal set"", ""service quality"", ""contractible action"", ""k-orbit"", ""series-parallel network"", ""unaccountability price"", ""agency theory"", ""principal-agent model"", ""incentive"", ""con""]"
"SubString{String}[""feature trajectory yf ="", ""periodic feature trajectory yf"", ""representative word features"", ""other representative features"", ""event detection algorithm"", ""important aperiodic event"", ""bursty events detection"", ""(a) aperiodic event"", ""bursty feature fi"", ""periodic features"", ""aperiodic features"", ""bursty features"", ""important periodic events"", ""important aperiodic events"", ""periodic feature"", ""word features"", ""periodic event"", ""representative features"", ""aperiodic event"", ""bursty event"", ""event detection"", ""word feature"", ""feature set"", ""same event"", ""features fi"", ""periodic events"", ""aperiodic events"", ""other feature"", ""bursty events"", ""feature trajectory"", ""feature bursts"", ""important event"", ""features"", ""other events"", ""yf ="", ""= yf"", ""important events"", ""= fj"", ""t ="", ""feature"", ""event"", ""news text"", ""aperiodic bursty"", ""same periodic"", ""events"", ""important periodic"", ""periodic features,"", ""="", ""important aperiodic"", ""news"", ""high power"", ""word document"", ""low power"", ""word trajectory"", ""document set"", ""representative features,"", ""high document"", ""periodic"", ""aperiodic"", ""bursty"", ""detection"", ""pages"", ""power"", ""time"", ""word"", ""stopwords"", ""representative"", ""same"", ""set"", ""algorithm"", ""yf"", ""number"", ""burst"", ""fj"", ""high"", ""text"", ""document"", ""other"", ""work"", ""low"", ""trajectory"", ""soccer"", ""important"", ""similarity"", ""definition"", ""features,"", ""bursts"", ""(a)"", ""words"", ""fi"", ""•""]","[""event detection"", ""word trajectory"", ""aperiodic event"", ""periodic event"", ""word signal"", ""spectral analysis"", ""topic detection"", ""news stream"", ""time series"", ""feature categorization"", ""dft"", ""gaussian"", ""topic tracking"", ""text stream""]"
"SubString{String}[""audio conference"", ""other conference control"", ""a large conference"", ""audio streams a"", ""audio conference, streams"", ""mixing audio streams"", ""a conference"", ""conference control"", ""audio packets"", ""conference quality"", ""audio streams"", ""a large number"", ""conference"", ""a number"", ""many clients"", ""a recent stream selection"", ""many conferencing architecture"", ""audio stream"", ""large audio"", ""many packets"", ""audio quality"", ""number such"", ""total number"", ""streams a"", ""many streams"", ""conference, a more"", ""a more recent"", ""more streams"", ""media packets"", ""a large conference."", ""a packet"", ""audio"", ""a conferencing"", ""clients"", ""number"", ""packet time"", ""a domain"", ""conferencing architecture"", ""other domains"", ""conferencing system"", ""packets"", ""a server"", ""a conference."", ""network traffic"", ""a speaker"", ""such a"", ""total traffic"", ""more domains"", ""same domain"", ""a recent"", ""streams"", ""architecture more"", ""a different"", ""a total"", ""a mixing"", ""same time"", ""same conference."", ""mixing many"", ""different domains"", ""= d"", ""same mixing"", ""packet"", ""conference, mixing"", ""media mixing"", ""= ="", ""conferencing"", ""traffic"", ""other"", ""a"", ""many"", ""control"", ""domain"", ""more"", ""pp."", ""server"", ""time"", ""conference."", ""case"", ""domains"", ""same"", ""d"", ""architecture"", ""speaker"", ""bandwidth"", ""such"", ""conference,"", ""stream"", ""network"", ""•"", ""large"", ""recent"", ""media"", ""system"", ""different"", ""selection"", ""="", ""algorithm"", ""total"", ""mixing"", ""quality""]","[""voip conferencing system"", ""audio service framework"", ""virtual conferencing environment"", ""conference server"", ""loudness number"", ""partial mixing"", ""voice activity detection"", ""vce"", ""voip"", ""sip"", ""packet-switched network"", ""sufficiency of three simultaneous speaker"", ""three simultaneous speaker sufficiency"", ""vad technique"", ""real-time audio"", ""simultaneous speaker""]"
"SubString{String}[""utility function such"", ""a utility function"", ""a demand function"", ""utility function"", ""such a function"", ""demand function"", ""i ="", ""utility functions"", ""s ="", ""γ ="", ""utility such"", ""demand functions"", ""learning a set"", ""a finite set"", ""a function"", ""demand observations"", ""="", ""demand theory"", ""a utility"", ""i demand"", ""≤ i ≤"", ""a learning algorithm"", ""· x ≤"", ""+ such"", ""a finite sample"", ""function"", ""budget set"", ""a set"", ""s ∈"", ""utility"", ""x ∈"", ""such a"", ""learning algorithm"", ""demands such"", ""demand"", ""economic theory"", ""−"", ""a sample"", ""sample complexity"", ""set"", ""∈"", ""a learning"", ""learning problem"", ""a finite"", ""functions"", ""a budget"", ""a class"", ""complexity problem"", ""γ >"", ""> γ"", ""such"", ""a negative"", ""+"", ""observations"", ""algorithm"", ""·"", ""theory"", ""sample"", ""preference"", ""i"", ""≤"", ""theorem"", ""let"", ""proof"", ""prices"", ""learning"", ""finite"", ""economic"", ""budget"", "">"", ""a"", ""r."", ""problem"", ""class"", ""complexity"", ""s"", ""γ"", ""x"", ""demands"", ""negative""]","[""learning from revealed preference"", ""complexity problem"", ""forecast"", ""probably approximately correct"", ""monotone concave utility function"", ""demand function"", ""rationalizability"", ""fat shattering dimension"", ""finite set of observation"", ""observation finite set"", ""income-lipschitz"", ""reveal preference"", ""machine learn"", ""fat shatter""]"
"SubString{String}[""baseline feedback model"", ""feedback model distribution"", ""baseline feedback method"", ""feedback model precision"", ""feedback language models"", ""expansion language model variance"", ""baseline feedback terms"", ""original query model"", ""feedback model"", ""feedback method"", ""feedback language"", ""feedback term"", ""retrieval feedback"", ""expansion language model"", ""feedback models"", ""baseline feedback"", ""feedback terms"", ""feedback distribution"", ""query method"", ""query expansion"", ""different feedback"", ""baseline expansion method"", ""collection language model"", ""query terms"", ""original query"", ""feedback"", ""query sampling"", ""different query"", ""document sampling method"", ""language model"", ""expansion model"", ""retrieval model"", ""expansion method"", ""query"", ""language models"", ""expansion term"", ""relevance model"", ""baseline expansion"", ""expansion terms"", ""document models"", ""such language"", ""information retrieval"", ""collection documents"", ""term robustness"", ""different expansion"", ""baseline queries"", ""model"", ""document sampling"", ""different document"", ""average precision"", ""topic set"", ""probability distribution"", ""method"", ""language"", ""documents"", ""expansion"", ""sampling approach"", ""α ="", ""document"", ""results such"", ""term"", ""retrieval"", ""models"", ""baseline"", ""information"", ""terms"", ""average"", ""distribution"", ""topic"", ""queries"", ""variance"", ""original"", ""robustness"", ""approach"", ""="", ""precision"", ""set"", ""relevance"", ""probability"", ""such"", ""collection"", ""sampling"", ""α"", ""more"", ""different"", ""results"", ""figure"", ""pages""]","[""feedback method"", ""posterior distribution"", ""enhanced feedback model"", ""information retrieval"", ""query expansion"", ""probability distribution"", ""risk"", ""feedback model"", ""estimating uncertainty"", ""language modeling"", ""feedback distribution"", ""pseudo-relevance feedback"", ""vector space-based algorithm""]"
"SubString{String}[""network flow games"", ""a network flow"", ""power index"", ""a vertex v ∈"", ""such a subset a"", ""network flow"", ""flow network"", ""a flow"", ""possible flow"", ""e ="", ""edge e"", ""vertex v ∈"", ""such a subset"", ""power a"", ""a power"", ""e ∈"", ""different power"", ""flow"", ""such edge"", ""index"", ""a layer"", ""a coalition"", ""voting games"", ""edge subsets"", ""such a"", ""a vertex"", ""v ∈"", ""vertex v"", ""a voting"", ""possible vertices"", ""a possible"", ""a subset"", ""power"", ""vertex s"", ""such subsets"", ""possible subset"", ""vertex subsets"", ""e"", ""="", ""network"", ""edges"", ""different subsets"", ""edge"", ""games"", ""layer"", ""coalition"", ""vertices"", ""a"", ""such"", ""v"", ""∈"", ""vertex"", ""complexity"", ""agents"", ""voting"", ""possible"", ""number"", ""s"", ""subset"", ""algorithm"", ""agent"", ""different"", ""subsets"", ""let"", ""⊂""]","[""preference aggregation"", ""voting theory"", ""banzhaf power index"", ""social choice theory"", ""automated agent voting"", ""network flow game"", ""probabilistic model"", ""connectivity game"", ""computational complexity"", ""vote"", ""power index"", ""multiagent application"", ""analysis of algorithm and problem complexity"", ""algorithm and problem complexity analysis""]"
"SubString{String}[""a cognitive load model"", ""human cognitive load"", ""agent processing load models"", ""cognitive load model"", ""a cognitive agent"", ""cognitive load models"", ""agent processing load"", ""agent team members"", ""a processing load model"", ""human cognitive load,"", ""cognitive load"", ""time step a human subject"", ""human cognitive"", ""information processing models"", ""cognitive model"", ""mental load"", ""mental load, mental"", ""human team"", ""cognitive capacity"", ""agent teams"", ""cognitive models"", ""agent j."", ""a cognitive"", ""agent processing"", ""processing information"", ""information processing"", ""hidden cognitive"", ""information type"", ""communication load"", ""secondary task performance"", ""instantaneous information"", ""cognitive load,"", ""instantaneous cognitive"", ""a human subject"", ""team performance"", ""mental model"", ""load models"", ""a load"", ""hidden load"", ""processing load"", ""a secondary task"", ""primary task performance"", ""a team"", ""instantaneous load"", ""agent"", ""load states"", ""information"", ""a human"", ""cognitive"", ""team type"", ""other team"", ""a primary task"", ""mental models"", ""capacity model"", ""task performance"", ""time step t"", ""human-agent team"", ""team members"", ""human teammates"", ""a model"", ""load"", ""mental states"", ""communication capacity"", ""secondary task"", ""belief model"", ""team"", ""a time"", ""multi-party communication"", ""human"", ""primary task"", ""processing capacity"", ""time step"", ""group communication"", ""mental"", ""t ="", ""a multi-party"", ""a state"", ""a secondary"", ""hidden state"", ""model"", ""multi-party messages"", ""a group"", ""task"", ""step t"", ""processing load,"", ""a map"", ""hidden states"", ""instantaneous processing"", ""time"", ""performance"", ""group members"", ""belief map"", ""agents"", ""communication"", ""instantaneous load,"", ""capacity"", ""human-agent teamwork"", ""="", ""teams"", ""models"", ""multi-party"", ""state"", ""secondary"", ""a"", ""hidden"", ""t"", ""processing"", ""belief"", ""group"", ""type"", ""other"", ""messages"", ""step"", ""load,"", ""teamwork"", ""instantaneous"", ""states"", ""number"", ""human-agent"", ""members"", ""teammates"", ""process"", ""subject"", ""primary""]","[""shared belief map"", ""multiagent teamwork"", ""heuristic"", ""reasoning"", ""collaboration"", ""teamwork"", ""expectation"", ""cognitive load theory"", ""human performance"", ""resource allocation"", ""task performance"", ""cognitive model"", ""problem-solving"", ""teamwork schema"", ""human-agent team performance"", ""info-sharing"", ""multi-party communication"", ""human-center teamwork"", ""share belief map""]"
"SubString{String}[""search query"", ""known-item search tasks"", ""search task"", ""search system"", ""search results page"", ""search systems"", ""search tasks"", ""query destinations"", ""exploratory search"", ""popular search"", ""search results"", ""query suggestions"", ""search trails"", ""new search"", ""search session"", ""search support"", ""query suggestion"", ""query trails"", ""study subjects"", ""search"", ""new query"", ""support query"", ""more subjects"", ""p page destinations"", ""popular destination systems"", ""popular destination suggestions"", ""query"", ""subjects"", ""exploratory task"", ""known-item task"", ""task more"", ""popular destinations"", ""destinations popular"", ""average task"", ""destination systems"", ""destination suggestions"", ""similar task"", ""user study"", ""exploratory tasks"", ""known-item tasks"", ""system support"", ""such information"", ""similar information"", ""destination p"", ""new information"", ""other systems"", ""user behavior"", ""p ="", ""such tasks"", ""task"", ""other users"", ""system"", ""destinations"", ""exploratory searches"", ""known-item searches"", ""results page"", ""information"", ""similar queries"", ""other results"", ""user"", ""systems"", ""results support"", ""suggestions"", ""tasks"", ""support more"", ""session trails"", ""users"", ""p"", ""destination"", ""exploratory"", ""known-item"", ""="", ""queries"", ""popular"", ""results"", ""study"", ""domains"", ""al."", ""more"", ""average"", ""page"", ""suggestion"", ""trails"", ""time"", ""baseline"", ""other"", ""such"", ""similar"", ""behavior"", ""new"", ""session"", ""subject"", ""support"", ""perceptions"", ""searches"", ""analysis""]","[""popular destination"", ""web search interaction"", ""retrieval performance"", ""query trail"", ""session trail"", ""user study"", ""improving query"", ""related query"", ""information-seeking experience"", ""lookup-based approach"", ""log-based evaluation"", ""search destination"", ""enhance web search""]"
"SubString{String}[""search engine query"", ""clustering search results"", ""cluster web search results."", ""search results"", ""clustering search queries"", ""cluster search results."", ""past search engine"", ""clustering search results."", ""web search results."", ""search engine"", ""clustering search"", ""search results."", ""web search"", ""past search"", ""search result"", ""search"", ""log-based results"", ""query jaguar"", ""query such"", ""web query"", ""past query"", ""clustering algorithm clusters"", ""log-based method"", ""more test cases"", ""clustering method"", ""cluster-based method"", ""results"", ""query"", ""different aspects"", ""test data"", ""document clustering algorithm"", ""different jaguar"", ""user queries"", ""aspects such"", ""more test"", ""test cases"", ""past queries"", ""more queries"", ""jaguar car"", ""method"", ""different result"", ""different number"", ""different methods"", ""log-based methods"", ""clustering algorithm"", ""information retrieval"", ""test"", ""retrieval results."", ""pages"", ""document clustering"", ""methods such"", ""aspects"", ""queries"", ""cluster"", ""clusters"", ""different"", ""jaguar"", ""log-based"", ""engine"", ""data"", ""information"", ""car"", ""user"", ""clustering"", ""results."", ""cluster-based"", ""such"", ""algorithm"", ""similarity"", ""past"", ""documents"", ""retrieval"", ""users"", ""result"", ""more"", ""cases"", ""number"", ""document"", ""methods""]","[""retrieval model"", ""ranking function"", ""ambiguity"", ""clustering view"", ""history collection"", ""past query"", ""clickthrough"", ""star clustering algorithm"", ""suffix tree clustering algorithm"", ""monothetic clustering algorithm"", ""pairwise similarity graph"", ""similarity threshold parameter"", ""cosine similarity"", ""centroid prototype"", ""reciprocal rank"", ""mean average precision"", ""search result organization"", ""search engine log"", ""meaningful cluster label"", ""search result snippet"", ""pseudo-document"", ""centroid-based method"", ""log-based method"", ""interest aspect""]"
"SubString{String}[""a compound securities market"", ""compound securities market"", ""a compound securities"", ""compound securities markets"", ""securities market"", ""securities markets"", ""other securities"", ""order securities"", ""base securities"", ""compound securities"", ""securities"", ""a base security"", ""a compound security"", ""a security s"", ""divisible matching problem"", ""a combinatorial number"", ""indivisible matching problem"", ""auctioneer problem"", ""a state ω"", ""= c"", ""a payoff"", ""a security"", ""a problem"", ""other base event"", ""a market"", ""auctioneer\""s payoff"", ""matching problem"", ""example, a divisible"", ""combinatorial auctioneer"", ""a matching"", ""other agents"", ""a number"", ""base security"", ""payoff events"", ""payoff clauses"", ""a set"", ""possible compound events"", ""auctioneer\""s matching"", ""ω i s"", ""security φ"", ""∧"", ""a combinatorial"", ""a state"", ""information market"", ""risk a"", ""a buyer"", ""a stock"", ""example, a"", ""a true"", ""stock markets"", ""other possible"", ""a computational"", ""future events"", ""possible future"", ""other case"", ""divisible matching"", ""base securities,"", ""compound securities,"", ""state ω"", ""matching algorithms"", ""number q"", ""divisible orders"", ""="", ""other algorithms"", ""stock price"", ""indivisible orders"", ""payoff"", ""optimal set"", ""auctioneer"", ""security"", ""compound event"", ""base events"", ""ω i"", ""problem"", ""market"", ""base securities."", ""event true"", ""n base"", ""optimal risk"", ""events n"", ""divisible case"", ""agents"", ""a"", ""c"", ""matching"", ""markets"", ""number"", ""other"", ""future"", ""orders"", ""adversary"", ""set"", ""auctioneer\""s"", ""securities,"", ""economic"", ""price"", ""r."", ""variables"", ""ω"", ""bids"", ""combinatorial"", ""order"", ""state"", ""base"", ""risk"", ""j."", ""event"", ""compound"", ""section"", ""events"", ""possible"", ""buyer"", ""s"", ""stock"", ""case"", ""clauses"", ""probability"", ""divisible"", ""example,"", ""such"", ""true"", ""information"", ""securities."", ""unit"", ""note"", ""computational"", ""n"", ""φ"", ""optimal"", ""q"", ""indivisible"", ""algorithms"", ""i""]","[""compound security"", ""bayesian network"", ""payoff vector"", ""base security"", ""information aggregation"", ""hedge"", ""speculate"", ""bet"", ""combinatorial betting"", ""effective probability assessment"", ""arbitrary logical combination"", ""combined-value trading"", ""approximation algorithm"", ""tractable case"", ""compound security market"", ""computational complexity of match"", ""combinatorial bet"", ""trade in financial instrument base on logical formula"", ""risk allocation"", ""gamble""]"
"SubString{String}[""let player i ="", ""players i = n −"", ""player i ="", ""player i cost"", ""single edge e ="", ""source s ="", ""single source fair connection game"", ""single source single sink fair connection"", ""player i ∈"", ""single source connection game"", ""s ="", ""= s"", ""i ="", ""= i"", ""players i ∈"", ""single source single sink connection"", ""fair cost connection"", ""= ce"", ""n ="", ""= n"", ""single source fair connection"", ""strong equilibrium"", ""player i"", ""fair connection game"", ""edge cost"", ""single player"", ""players i"", ""="", ""fair cost"", ""edge e ∈"", ""cost ce"", ""strong price"", ""connection game"", ""fair connection games"", ""n players"", ""edge e such"", ""player"", ""i.e., γ ∈"", ""equilibrium existence"", ""source s"", ""i ∈"", ""cost"", ""players"", ""strong"", ""fair connection"", ""connection games"", ""edge e"", ""single edge"", ""e ∈"", ""single source"", ""edge costs"", ""equilibrium"", ""network games"", ""game"", ""≤ n"", ""let"", ""− ce"", ""e ∪"", ""n −"", ""s"", ""case ce"", ""i"", ""connection"", ""edge"", ""∈"", ""graph"", ""path"", ""source"", ""network"", ""profile"", ""fair"", ""≤"", ""γ"", ""price"", ""set"", ""e"", ""−"", ""theorem"", ""single"", ""games"", ""such"", ""ce"", ""∪"", ""coalition"", ""existence"", ""case"", ""costs"", ""n"", ""sink"", ""i.e.,""]","[""cost sharing connection game"", ""single source and sink"", ""multi source and sink"", ""fair connection game"", ""general connection game"", ""graph topology"", ""strong equilibrium"", ""coalition"", ""extension parallel graph"", ""optimal solution"", ""game theory"", ""nash equilibrium"", ""price of anarchy"", ""network design"", ""number of player"", ""player number"", ""single source multiple sink"", ""cost of the edge"", ""the edge cost"", ""specific cost"", ""anarchy price"", ""strong price of anarchy"", ""cost share game""]"
"SubString{String}[""a normative conflict"", ""a normative transition rule"", ""normative scene s ="", ""a normative structure"", ""a normative transition"", ""a normative state"", ""a normative scene"", ""normative transition rule"", ""payment normative scene"", ""a normative"", ""normative structure"", ""normative transition"", ""payment normative"", ""normative positions"", ""normative state"", ""normative conflicts"", ""normative scene"", ""normative"", ""conflict set σ"", ""terms deontic conflict"", ""a conflict"", ""a ="", ""= a"", ""norm conflict"", ""a set"", ""time a rule"", ""a transition"", ""σ ="", ""a norm"", ""such a"", ""a prohibition"", ""s ="", ""a payment"", ""a function"", ""a marking"", ""a state"", ""a scene"", ""a semantics"", ""time a"", ""a time"", ""a distributed"", ""n ∈"", ""a rule"", ""a deontic"", ""conflict"", ""such conflicts"", ""="", ""agent"", ""t ∈"", ""s ∈"", ""algorithm"", ""set"", ""however, deontic"", ""a"", ""structure"", ""deontic semantics"", ""agents"", ""norms"", ""n"", ""transition"", ""norm"", ""such"", ""prohibition"", ""petri"", ""δ"", ""payment"", ""∈"", ""function"", ""client,"", ""however,"", ""notion"", ""σ"", ""section"", ""obligation"", ""marking"", ""state"", ""systems"", ""conflicts"", ""terms"", ""prohibitions"", ""scene"", ""semantics"", ""figure"", ""time"", ""distributed"", ""order"", ""rule"", ""s"", ""paper"", ""deontic"", ""atomic"", ""illocution""]","[""algorithm"", ""activity"", ""scenario"", ""normative position"", ""protocol"", ""normative scene"", ""normative transition rule"", ""normative structure"", ""prohibition"", ""permission overlap"", ""token"", ""conflict"", ""coordination"", ""bi-partite graph"", ""regulate multi-agent system"", ""norm conflict"", ""electronic institution"", ""organisation""]"
"SubString{String}[""= p∞ n ="", ""equilibrium value p∞ ="", ""price p∞ ="", ""information market"", ""market price other"", ""p∞ i ="", ""i = p∞"", ""rational expectations equilibrium price"", ""market price"", ""i ="", ""= i"", ""f(x) = p∞"", ""information markets"", ""equilibrium price p∞"", ""agents\"" information"", ""common prior probability distribution"", ""n ="", ""= n"", ""p∞ ="", ""= p∞"", ""f(x) ="", ""agent i"", ""equilibrium price"", ""information"", ""market model"", ""n agents"", ""round price"", ""market clearing"", ""price p∞"", ""function value"", ""equilibrium value"", ""clearing price"", ""trading price"", ""prior probability distribution"", ""common knowledge set"", ""rational agents"", ""other agents"", ""="", ""rational expectations equilibrium"", ""value f(x)"", ""n n"", ""i such"", ""round r."", ""market"", ""common knowledge"", ""price"", ""p∞ n"", ""common prior"", ""functions f such"", ""threshold function"", ""function f(x)"", ""prior distribution"", ""prior probability"", ""∈ n"", ""agents"", ""rational equilibrium"", ""function f"", ""threshold security"", ""n rounds"", ""agent\""s knowledge"", ""probability distribution"", ""knowledge set"", ""value"", ""i"", ""agent"", ""agent\""s probability"", ""threshold securities"", ""other agents\"""", ""threshold functions"", ""rational expectations"", ""r."", ""functions f"", ""n"", ""function"", ""knowledge"", ""equilibrium"", ""theorem"", ""common"", ""security"", ""economic"", ""prior"", ""markets"", ""round"", ""distribution"", ""probability"", ""p∞"", ""agents\"""", ""threshold"", ""model"", ""rational"", ""securities"", ""f(x)"", ""other"", ""clearing"", ""agent\""s"", ""f"", ""trading"", ""such"", ""thus,"", ""process"", ""functions"", ""expectations"", ""∈"", ""number"", ""results"", ""set"", ""rounds""]","[""economic theory"", ""equilibrium price"", ""financial security"", ""computational process"", ""path toward equilibrium"", ""trader"", ""market price"", ""simplified model"", ""security"", ""payoff"", ""threshold function"", ""probability distribution"", ""round"", ""distributed information"", ""lower bound"", ""worst case"", ""information market"", ""market computation"", ""information aggregation"", ""convergence to equilibrium"", ""rational expectation"", ""empirical and laboratory evidence"", ""security's value"", ""trading strategy"", ""computational property of the process"", ""number of bit"", ""bit number"", ""distribute information market"", ""efficient market hypothesis""]"
"SubString{String}[""query answers cache"", ""cache query answers"", ""caching query answers"", ""cache query"", ""caching query results"", ""query answers results"", ""query terms"", ""caching query"", ""query frequency distribution"", ""query answers"", ""a static cache"", ""query distribution"", ""a query"", ""query results"", ""query frequencies"", ""frequent query"", ""cache posting lists."", ""a cache memory"", ""a dynamic cache"", ""cache miss rate"", ""static cache"", ""caching posting lists"", ""query"", ""total cache space"", ""posting lists static"", ""a static caching"", ""answers posting lists"", ""cache system"", ""cache a"", ""a cache"", ""dynamic cache"", ""cache size"", ""a caching system"", ""caching posting lists."", ""cache miss"", ""dynamic caching system"", ""static caching"", ""terms ="", ""queries frequent"", ""frequent queries"", ""caching answers"", ""cache"", ""different caching"", ""caching search"", ""caching posting"", ""posting lists"", ""caching a"", ""a caching"", ""different time"", ""dynamic caching"", ""queries"", ""a static"", ""a time"", ""total time"", ""hit rate"", ""a hit"", ""terms"", ""different memory"", ""a search"", ""posting lists."", ""a set"", ""size distribution"", ""a dynamic"", ""caching"", ""frequent queries."", ""miss rate"", ""set size"", ""total number"", ""lists"", ""a frequency"", ""a document"", ""such a"", ""static"", ""figure"", ""time"", ""total space"", ""document frequency"", ""document frequencies"", ""answers"", ""different"", ""="", ""queries."", ""rate"", ""hit"", ""search"", ""posting"", ""documents"", ""distribution"", ""system"", ""a"", ""results"", ""number"", ""set"", ""memory"", ""dynamic"", ""lists."", ""size"", ""case"", ""total"", ""frequency"", ""frequencies"", ""first"", ""space"", ""document"", ""such"", ""miss"", ""frequent""]","[""static caching"", ""dynamic caching"", ""static cache"", ""query log"", ""distribution of the query"", ""the query distribution"", ""cache"", ""web search"", ""efficient caching system"", ""web search engine"", ""caching query result"", ""caching posting list"", ""answer and posting list"", ""effectiveness of static caching"", ""static caching effectiveness"", ""data-access hierarchy"", ""disk layer"", ""remote server layer"", ""information retrieval system""]"
