predicted,ground_truth
"SubString{String}[""advanced search engine users search"", ""advanced search engine users"", ""advanced users search"", ""web search engine query"", ""search engine users"", ""more advanced search engine"", ""users search"", ""advanced search features"", ""advanced search engine"", ""advanced search syntax"", ""advanced search"", ""more relevant search"", ""more advanced users"", ""information search"", ""search queries"", ""query operators query"", ""search features"", ""search more"", ""more search"", ""search result"", ""search engine"", ""advanced users"", ""advanced query syntax"", ""more advanced features such"", ""users information"", ""search"", ""advanced query"", ""users more"", ""query operators such"", ""advanced user"", ""relevant information more"", ""more relevant information"", ""query operators"", ""users"", ""query syntax"", ""advanced operators"", ""user information"", ""advanced features"", ""user queries"", ""advanced syntax"", ""advanced searchers"", ""more information"", ""queries more"", ""more queries"", ""relevant information"", ""information relevant"", ""query"", ""advanced"", ""more relevant"", ""features such"", ""information"", ""queries"", ""user"", ""analysis"", ""relevance"", ""operators"", ""features"", ""more"", ""result"", ""syntax"", ""relevant"", ""such"", ""number"", ""="", ""table"", ""searchers""]","[""advance search feature"", ""advanced syntax"", ""search behavior"", ""search engine"", ""searching strategy"", ""query syntax"", ""expert search"", ""navigation behavior"", ""tolerable latency"", ""relevant information"", ""relevance feedback"", ""query"", ""relevance"", ""search success""]"
"SubString{String}[""query expansion algorithms"", ""query terms"", ""query expansion"", ""query term"", ""user query"", ""relevant query"", ""query relevant"", ""web search"", ""expansion terms"", ""search algorithms"", ""query"", ""search queries"", ""web information"", ""search results"", ""= log"", ""expansion set"", ""term co-occurrence"", ""search"", ""log queries"", ""documents different"", ""relevant documents"", ""· log"", ""terms"", ""different approaches"", ""expansion"", ""web"", ""relevant results"", ""="", ""term"", ""information"", ""user"", ""algorithms"", ""queries"", ""order"", ""documents"", ""document"", ""log"", ""number"", ""·"", ""different"", ""approaches"", ""results"", ""co-occurrence"", ""set"", ""relevant"", ""section""]","[""personal information repository"", ""personalized search framework"", ""keyword extraction"", ""keyword co-occurrence"", ""output ranking"", ""significant improvement"", ""search output"", ""global co-occurrence statistics"", ""static expansion approach"", ""granularity level"", ""quality"", ""various feature of each query"", ""each query various feature"", ""term and compound level analysis"", ""ambiguous query"", ""web query"", ""adaptive algorithm"", ""web retrieval"", ""desktop profile"", ""extensive empirical analysis"", ""short keyword query"", ""personalize web search"", ""expansion process"", ""query expansion"", ""additional query keyword"", ""external thesaurus""]"
"SubString{String}[""event content encryption"", ""event encryption a"", ""event encryption"", ""event broker"", ""event brokers"", ""event type"", ""same encryption key"", ""event content"", ""event data"", ""same event"", ""event attributes"", ""publish/subscribe access control"", ""encryption key"", ""attribute encryption"", ""event"", ""a broker network"", ""a key group"", ""content encryption"", ""encryption mode"", ""control access"", ""access control"", ""broker network"", ""attribute content"", ""key group"", ""group key"", ""a broker"", ""access a"", ""same access"", ""publish/subscribe network"", ""encryption"", ""broker"", ""a type"", ""key"", ""attribute"", ""access"", ""a number"", ""a group"", ""a network"", ""publish/subscribe"", ""a mode"", ""brokers"", ""type"", ""control"", ""events"", ""number"", ""content"", ""group"", ""network"", ""order"", ""security"", ""data"", ""mode"", ""a"", ""same"", ""attributes""]","[""distributed access control"", ""multiple administrative domain"", ""multi-domain"", ""congestion charge service"", ""administrative domain"", ""performance"", ""overall communication overhead"", ""attribute encryption"", ""distributed systems-distributed application"", ""distribute access control"", ""secure publish/subscribe system"", ""encryption""]"
"SubString{String}[""value procurement sets"", ""possible procurement set"", ""procurement class domains"", ""player i value"", ""procurement set"", ""players i ∈"", ""value procurement"", ""procurement sets"", ""player i ∈"", ""procurement class"", ""possible procurement"", ""i ="", ""= i"", ""players i"", ""value players"", ""player i"", ""i ∈"", ""possible sets"", ""procurement"", ""competition class"", ""class domains"", ""problem domains"", ""mechanism"", ""="", ""set"", ""i"", ""value"", ""players"", ""sets"", ""player"", ""class"", ""problem"", ""welfare"", ""possible"", ""function"", ""competition"", ""∈"", ""mechanisms"", ""allocation"", ""domains""]","[""generalized trade reduction"", ""efficiency"", ""budget balance"", ""player power"", ""internal competition"", ""inequality in welfare"", ""power of player"", ""multi-minded player"", ""trade reduction"", ""budget-balanced mechanism"", ""homogeneous good"", ""external competition"", ""gtr"", ""spatially distributed market"", ""optimality""]"
"SubString{String}[""advertising agent advert"", ""advertising agent"", ""advertising agents"", ""advertising system"", ""bidding agent"", ""bidding agents"", ""agent advert"", ""advertising"", ""users"", ""case bidding"", ""auction"", ""agent"", ""advert advert"", ""bidding"", ""number"", ""agents"", ""thus,"", ""="", ""such"", ""advert"", ""utility"", ""figure"", ""auctions"", ""case"", ""bids"", ""system"", ""order""]","[""bluetooth"", ""stochastic optimisation algorithm"", ""experimental public advertisement system"", ""public display"", ""distributed artificial intelligence"", ""bluscreen"", ""bid agent"", ""advanced bidding agent"", ""decentralised multi-agent auction mechanism"", ""decision theoretic approach"", ""probabilistic model"", ""centralised optimal allocation"", ""auction"", ""independent poisson process""]"
"SubString{String}[""u + i u + i u + i +"", ""u + i u + i +"", ""− u − i +"", ""x − x ="", ""i i ="", ""u + i −"", ""= ="", ""u + i +"", ""= −"", ""+ i −"", ""+ w −"", ""i ="", ""v ="", ""payoff graphical game"", ""w ="", ""u ="", ""x ="", ""= x"", ""− x ≤"", ""n ="", ""strategy v ∈"", ""+ x ∈"", ""player payoff"", ""payoff games"", ""− x"", ""player i"", ""="", ""n −"", ""− ≤"", ""strategy v"", ""v ∈"", ""w +"", ""u +"", ""x +"", ""+ x"", ""i ≤"", ""graphical games"", ""+ ≤"", ""strategy w"", ""w ∈"", ""strategy u"", ""u ∈"", ""x ∈"", ""graphical game"", ""payoffs such"", ""−"", ""payoff"", ""w ≤"", ""such game"", ""equilibrium"", ""i"", ""player"", ""+"", ""v"", ""graphical"", ""strategy"", ""∈"", ""payoffs"", ""equilibria"", ""games"", ""algorithm"", ""w"", ""u"", ""x"", ""game"", ""such"", ""n"", ""≤""]","[""strategy profile"", ""exponential-time algorithm"", ""graphical game"", ""integer-payoff graphical game g"", ""approximation"", ""nash equilibrium"", ""degree-bounded graph"", ""distributing profit"", ""several drawback"", ""various sociallydesirable property"", ""social welfare"", ""approximation scheme"", ""overall payoff""]"
"SubString{String}[""adversarial environment model"", ""agent opponent"", ""agent set"", ""such adversarial"", ""adversarial environment"", ""utility evaluation value"", ""adversarial search"", ""agent"", ""set action"", ""opponent model"", ""action α"", ""value action"", ""action evaluation"", ""alliance model"", ""player opponent"", ""α ∈"", ""utility α"", ""utility value"", ""utility evaluation"", ""adversarial"", ""α such"", ""such α"", ""environment goal"", ""evaluation value"", ""action"", ""agents"", ""model"", ""∈"", ""game"", ""utility"", ""group"", ""opponent"", ""such"", ""environment"", ""player"", ""black"", ""games"", ""set"", ""goal"", ""alliance"", ""α"", ""value"", ""evaluation"", ""search""]","[""zero-sum encounter"", ""adversarial environment"", ""modal logic"", ""empirical study"", ""axiomatized model"", ""multiagent environment"", ""adversarial interaction"", ""interaction"", ""connect-four game"", ""bilateral and multilateral instantiation"", ""eval value"", ""beneficial action"", ""behavioral axiom"", ""agent"", ""evaluation function"", ""treatment group"", ""multiagent system""]"
"SubString{String}[""user entities object entities node indexing"", ""different edge indexing"", ""a spatial object"", ""object entities"", ""time node indexing"", ""update edge"", ""object update"", ""a user entity"", ""edge indexing"", ""object entity"", ""cell node"", ""a virtual entity"", ""different edge"", ""grid cell"", ""user entities"", ""virtual entities"", ""a cell"", ""different cell"", ""entity update"", ""node indexing"", ""user entity"", ""spatial indexing"", ""indexing spatial"", ""update ="", ""a node"", ""a user"", ""different user"", ""indexing a"", ""different indexing"", ""edge"", ""object"", ""a spatial"", ""a virtual"", ""cell"", ""a grid"", ""different grid"", ""a token"", ""a time"", ""a number"", ""different visibility"", ""entities"", ""section performance"", ""such a"", ""such performance"", ""objects"", ""update"", ""node"", ""entity"", ""user"", ""indexing"", ""spatial"", ""virtual"", ""grid"", ""token"", ""+"", ""time"", ""="", ""system"", ""number"", ""a"", ""different"", ""section"", ""visibility"", ""performance"", ""query"", ""such""]","[""spatial database"", ""game-based application"", ""real-time visibility test"", ""3d spatial extension"", ""object-initiated view model"", ""spatial indexing method"", ""object popping"", ""visibility model"", ""3d object stream"", ""object pop problem"", ""edge indexing"", ""dynamic virtual environment"", ""spatial index"", ""mutable virtual content""]"
"SubString{String}[""institutional transition type"", ""institutional state type"", ""transition type axioms"", ""concrete institution specification"", ""institutional state"", ""state description γ"", ""institutional type"", ""concrete system specification"", ""transition type"", ""institutional specification"", ""institutional description"", ""state type"", ""institutional norms"", ""transition system"", ""concrete transition"", ""concrete institution"", ""such formal"", ""agent j."", ""institution specification"", ""institutions such"", ""concrete institutions"", ""formal specification"", ""type γ"", ""role such"", ""concrete system"", ""= γ"", ""concrete agents"", ""system description"", ""description logic"", ""γ γ"", ""concrete norms"", ""institutional"", ""transition"", ""institution"", ""state"", ""agent"", ""formal"", ""institutions"", ""type"", ""organizational"", ""role"", ""definition"", ""="", ""system"", ""such"", ""logic"", ""concrete"", ""γ"", ""specification"", ""example"", ""agents"", ""axioms"", ""description"", ""norms"", ""j,""]","[""description logic"", ""logic"", ""property"", ""entity"", ""organizational structure"", ""terminological axiom"", ""institution"", ""norm"", ""abstract constraint"", ""formalism for representing organizational structure"", ""dynamic logic"", ""formal method"", ""role"", ""infrastructure"", ""institutional norm""]"
"SubString{String}[""m = n −"", ""n = m +"", ""worst-case optimal redistribution mechanism"", ""i = m +"", ""≤ n − m −"", ""j = m +"", ""other n − k −"", ""= n −"", ""= m n"", ""n − m −"", ""= m −"", ""n ≥ m +"", ""j ≤ m ≤ j"", ""worst-case optimal redistribution percentage"", ""worst-case optimal mechanism"", ""i ≤ m +"", ""n ="", ""= n"", ""redistribution mechanism"", ""= −"", ""n ≤ n"", ""n − m"", ""m ="", ""= m"", ""i ≤ k +"", ""worst-case redistribution percentage"", ""i ="", ""= i"", ""≤ n −"", ""− m −"", ""other n −"", ""n − j"", ""j ="", ""linear redistribution mechanisms"", ""k ="", ""− i −"", ""optimal mechanism"", ""i ≤ m"", ""redistribution payment"", ""j ≤ m"", ""worst-case optimal linear"", ""≤ i ≤"", ""redistribution mechanisms"", ""i ≤ j"", ""n −"", ""="", ""n +"", ""n ≥"", ""m n"", ""redistribution percentage"", ""n agents"", ""agents n"", ""≤ n"", ""mechanism"", ""m +"", ""i +"", ""i ≥"", ""worst-case optimal"", ""optimal worst-case"", ""j ≥"", ""≤ m"", ""m ≤"", ""agents bid"", ""other bid"", ""bid other"", ""− k"", ""k +"", ""worst-case percentage"", ""other mechanisms"", ""i ≤"", ""other agents"", ""j agents"", ""j ≤"", ""redistribution"", ""n"", ""−"", ""payment"", ""+"", ""≥"", ""m"", ""worst-case"", ""bid"", ""mechanisms"", ""optimal"", ""i"", ""agents"", ""≤"", ""other"", ""j"", ""percentage"", ""k"", ""linear""]","[""individually rational mechanism"", ""linear vcg redistribution mechanism"", ""payment redistribution"", ""transformation to linear programming"", ""strategy-proofness"", ""efficient mechanism"", ""redistribution payment"", ""vickrey-clarke-grove"", ""vickrey-clarke-grove mechanism"", ""mechanism design"", ""analytical characterization"", ""worst-case optimal mechanism"", ""mechanism""]"
"SubString{String}[""linear logic formulas"", ""a such a"", ""agents commitments."", ""agent interaction"", ""agent commitments."", ""interaction protocols such"", ""a commitment"", ""commitment cricket"", ""a time"", ""linear logic"", ""a logic"", ""a linear"", ""a credit"", ""agents"", ""a cricket"", ""such logic"", ""such a"", ""agent"", ""commitments. a"", ""interaction protocols"", ""commitments"", ""such pre-commitments"", ""interaction commitments."", ""commitment"", ""time"", ""logic"", ""linear"", ""credit"", ""a"", ""cricket"", ""protocols"", ""formulas"", ""such"", ""pre-commitments"", ""interaction"", ""commitments."", ""resources""]","[""predictability level"", ""agent communication language and protocol"", ""pre-commitment"", ""classical conjunction"", ""request message"", ""linear implication"", ""causal relationship"", ""temporal constraint"", ""interactive behavior"", ""interaction protocol"", ""emergent protocol"", ""logic and formal model of agency and multi-agent system"", ""level of predictability"", ""multiplicative conjunction"", ""linear logic"", ""multi-agent environment"", ""conditional commitment""]"
"SubString{String}[""h ∩ h ="", ""h = h"", ""h ∈ h"", ""v hv ="", ""h ="", ""x ∈ h"", ""x ="", ""vertex v ∈"", ""h ∈"", ""="", ""set such"", ""∈ hv"", ""hv ∈"", ""x ∈"", ""v ∈"", ""t ∈"", ""item graph"", ""hypergraph such"", ""set packing"", ""packing h"", ""such vertex"", ""hypertree decomposition"", ""h ∩"", ""h ⊆"", ""∈"", ""packing hv"", ""vertex v"", ""v hv"", ""item"", ""set"", ""hypertree"", ""h"", ""such"", ""hypergraph"", ""graph"", ""combinatorial"", ""packing"", ""hyperedges"", ""algorithm"", ""vertex"", ""hv"", ""nodes"", ""x"", ""v"", ""t"", ""∩"", ""decomposition"", ""⊆""]","[""the primal graph simplification"", ""structured item graph"", ""complexity of structured item graph"", ""hypertree-based decomposition method"", ""fixed treewidth"", ""hypertree decomposition"", ""combinatorial auction"", ""hypergraph"", ""polynomial time"", ""well-known mechanism for resource and task allocation"", ""structured item graph complexity"", ""simplification of the primal graph"", ""hypergraph hg"", ""accepted bid price""]"
"SubString{String}[""context provider reputation"", ""context providers"", ""a context"", ""context provider"", ""context information"", ""context"", ""a negotiation"", ""a ="", ""negotiation"", ""a provider"", ""provider reputation"", ""reputation information"", ""="", ""providers"", ""a"", ""utility"", ""provider"", ""information"", ""time"", ""reputation"", ""proceeds"", ""−""]","[""distributed application"", ""pervasive computing"", ""negotiation"", ""reputation"", ""context-aware computing"", ""persuasive argument"", ""concrete negotiation model"", ""quality of context"", ""context provider"", ""context quality"", ""context-awareness""]"
"SubString{String}[""− q −"", ""a node v"", ""a contagion game"", ""a social network"", ""a strategy"", ""a technology"", ""a diffusion"", ""a compatibility"", ""a game"", ""a payoff"", ""− q"", ""q −"", ""a network"", ""a theorem"", ""a contagion"", ""a node"", ""such a"", ""q ="", ""= q"", ""v ="", ""s v"", ""a"", ""= s"", ""s such"", ""contagion game"", ""social network"", ""q"", ""−"", ""strategy"", ""technology"", ""v"", ""diffusion"", ""epidemic"", ""compatibility"", ""="", ""nodes"", ""s"", ""game"", ""payoff"", ""network"", ""social"", ""theorem"", ""contagion"", ""node"", ""such""]","[""diffusion process"", ""algorithmic game theory"", ""contagion on network"", ""potential function"", ""contagion threshold"", ""non-convexity property"", ""game-theoretic diffusion model"", ""innovation diffusion"", ""diffusion of innovation"", ""morris's theorem"", ""limited compatibility"", ""bilinguality"", ""characterization"", ""strategic incompatibility"", ""interoperability"", ""contagion game""]"
"SubString{String}[""x = x +"", ""x y ="", ""= x y"", ""a market scoring rule"", ""a projection game"", ""x ="", ""= x"", ""projection game profit"", ""market scoring rule"", ""− x +"", ""information market"", ""x x"", ""= p"", ""− p p"", ""= −"", ""market scoring"", ""market probability"", ""a market"", ""projection game"", ""y ="", ""= y"", ""profit ="", ""analysis market"", ""x p"", ""p x"", ""− x"", ""y x"", ""x y"", ""a projection"", ""market"", ""scoring rule profit"", ""="", ""a game"", ""traders information"", ""information markets"", ""− p"", ""+ p"", ""a trader"", ""y p"", ""p y"", ""probability p"", ""a move"", ""y +"", ""+ y"", ""move profit"", ""projection"", ""a strategic"", ""x"", ""a probability"", ""strategic analysis"", ""scoring rule"", ""game"", ""information"", ""trader"", ""p"", ""move"", ""−"", ""+"", ""traders"", ""strategic"", ""markets"", ""y"", ""scoring"", ""probability"", ""a"", ""profit"", ""shares"", ""rule"", ""analysis""]","[""dpm"", ""spherical scoring rule"", ""social and behavioral sciences-economics"", ""market scoring rule"", ""projection game model"", ""strategic analysis"", ""information market"", ""dynamic parimutuel market"", ""msr"", ""prediction market"", ""long-range manipulative strategy"", ""liquidation time"", ""projection game""]"
"SubString{String}[""distributed indexing system"", ""indexing node"", ""index file"", ""distributed index"", ""index files"", ""distributed indexing"", ""indexing nodes"", ""file system"", ""network file"", ""network index"", ""indexing system"", ""node"", ""file"", ""index"", ""documents"", ""distributed"", ""nodes"", ""indexing"", ""files"", ""system"", ""network""]","[""jxta"", ""peer-to-peer"", ""p2p searching"", ""peer-to-peer distribution model"", ""distributed indexing"", ""document"", ""intranet"", ""idle query"", ""index file"", ""p2p"", ""file sharing system"", ""file share"", ""author"", ""apocrita"", ""incoming file""]"
"SubString{String}[""i = i"", ""a fractional truthful mechanism"", ""i ="", ""= i"", ""a machine i"", ""fractional truthful mechanism"", ""a truthful mechanism"", ""j ="", ""fractional assignment x such"", ""p ="", ""a fractional assignment x"", ""= −"", ""jobs j such"", ""machine i"", ""a fractional mechanism"", ""a ="", ""= a"", ""x ="", ""= a."", ""truthful approximation mechanisms"", ""i j"", ""a fractional truthful"", ""truthful mechanism"", ""i −"", ""a fractional assignment"", ""assignment x such"", ""fractional mechanism"", ""="", ""approximation algorithm"", ""a mechanism"", ""fractional algorithm"", ""fractional truthful"", ""a machine"", ""j −"", ""machine load"", ""a truthful"", ""truthful mechanisms"", ""j a"", ""fractional assignment"", ""i"", ""approximation mechanisms"", ""assignment x"", ""a fractional"", ""such a"", ""fractional mechanisms"", ""machines such"", ""a load"", ""cycle monotonicity"", ""mechanism"", ""machine"", ""algorithm"", ""truthful"", ""j"", ""jobs"", ""p"", ""approximation"", ""−"", ""assignment"", ""fractional"", ""such"", ""a"", ""cycle"", ""mechanisms"", ""t"", ""truthfulness"", ""x"", ""load"", ""monotonicity"", ""machines"", ""most"", ""a.""]","[""truthful mechanism design"", ""fractional mechanism usefulness"", ""cycle monotonicity"", ""algorithm"", ""multi-dimensional scheduling"", ""fractional domain"", ""randomized mechanism"", ""makespan minimization"", ""scheduling"", ""approximation algorithm"", ""schedule"", ""mechanism design"", ""usefulness of fractional mechanism""]"
"SubString{String}[""judgment aggregation logic"", ""a judgment aggregation"", ""preference aggregation logic"", ""a judgment set"", ""judgment aggregation"", ""∧ i ∧"", ""judgment set"", ""p p →"", ""preference aggregation"", ""a judgment"", ""a formula p"", ""p ∈"", ""p ="", ""preference agenda"", ""agent i such"", ""∧ ∧"", ""i ∈"", ""a ∈"", ""f ="", ""i ="", ""a preference"", ""a ="", ""preference representation"", ""p such"", ""i ∧"", ""such agenda"", ""judgment"", ""logic formula"", ""p →"", ""a set"", ""a logic"", ""properties such"", ""agents i"", ""such a"", ""i →"", ""formula i"", ""a formula"", ""logical properties"", ""∈"", ""a logical"", ""logical representation"", ""a representation"", ""preference"", ""agent i"", ""="", ""aggregation"", ""a table"", ""∧"", ""set"", ""logic"", ""agents"", ""p"", ""agenda"", ""such"", ""→"", ""f"", ""formula"", ""properties"", ""i"", ""logical"", ""a"", ""representation"", ""jar"", ""agent"", ""table"", ""theorem""]","[""unanimity"", ""arrow's theorem"", ""modal logic"", ""knowledge representation formalism"", ""arrow logic"", ""syntax and semantics of jal"", ""judgment aggregation"", ""complete axiomatisation"", ""jal"", ""social welfare function"", ""expressivity"", ""judgment aggregation rule"", ""non-dictatorship"", ""jal syntax and semantics"", ""discursive paradox"", ""preference aggregation""]"
"SubString{String}[""original inverse operations"", ""original inverse operation"", ""original normal operations"", ""original normal operation"", ""same normal operation"", ""inverse operations"", ""operation inverse"", ""inverse operation"", ""operation context"", ""original operations"", ""original operation"", ""normal operations"", ""normal operation"", ""undo operations"", ""same inverse group"", ""original inverse"", ""operations"", ""operation"", ""same document state"", ""inverse group"", ""same inverse"", ""same transformation"", ""original normal"", ""document state"", ""same document"", ""group undo"", ""same group"", ""same state"", ""inverse"", ""="", ""context"", ""transformation"", ""original"", ""algorithm"", ""document"", ""group"", ""state"", ""normal"", ""undo"", ""system"", ""correctness"", ""same""]","[""consistency maintenance"", ""exclusion transformation"", ""group editor"", ""distribute application"", ""operational transformation"", ""concurrency relation"", ""context-base ot"", ""undo"", ""original operation"", ""operation context vector representation"", ""inverse operation"", ""causal-dependency"", ""document state"", ""history buffer"", ""cot"", ""inverse cluster"", ""transformed operation"", ""vector representation of operation context"", ""ot"", ""context-based ot"", ""concurrency condition"", ""operation context""]"
"SubString{String}[""service environment"", ""service management"", ""service migration"", ""adaptive service"", ""service local"", ""resource management approach"", ""adaptive resource management"", ""service"", ""resource management"", ""adaptive services"", ""adaptive resource"", ""object approach"", ""object migration"", ""services"", ""resource"", ""environment"", ""object"", ""resources"", ""management"", ""node"", ""grid"", ""approach"", ""nodes"", ""migration"", ""adaptive"", ""local"", ""load""]","[""client"", ""local limit"", ""global limit"", ""eda"", ""adaptability"", ""long-term service"", ""decentralized adaptive service"", ""fragment object"", ""resource"", ""grid computing"", ""resource management"", ""home environment"", ""node"", ""infrastructure""]"
"SubString{String}[""a domain model"", ""query domain"", ""domain model"", ""a query a context"", ""query model"", ""domain information"", ""domain models"", ""a feedback model"", ""a knowledge model"", ""a language model"", ""domain knowledge"", ""query context"", ""a domain"", ""user model"", ""a query"", ""feedback model"", ""knowledge model"", ""language model"", ""document model"", ""domain"", ""query"", ""user information"", ""context information"", ""user queries"", ""model"", ""information retrieval"", ""language models"", ""document models"", ""feedback documents"", ""context terms"", ""a user"", ""term relations"", ""a term"", ""a context"", ""a query."", ""information"", ""a document"", ""models"", ""queries"", ""documents"", ""user"", ""term"", ""terms"", ""context"", ""feedback"", ""query."", ""however,"", ""knowledge"", ""language"", ""document"", ""relations"", ""a"", ""retrieval"", ""domains""]","[""google personalized search"", ""query context"", ""domain model"", ""language model"", ""word sense disambiguation"", ""utilization of general knowledge"", ""radical solution"", ""context-independent"", ""context information"", ""general knowledge utilization"", ""user-centric one"", ""context factor"", ""interest domain"", ""search context"", ""domain of interest"", ""domain knowledge"", ""query-specific context"", ""knowledge ambiguity problem"", ""problem of knowledge ambiguity"", ""user profile"", ""term relation"", ""information need""]"
"SubString{String}[""optimal indivisible matching problem"", ""indivisible optimal matching problem"", ""optimal matching problem"", ""optimal divisible problem"", ""optimal divisible graph"", ""optimal worst-case profit"", ""optimal indivisible matching"", ""auctioneer worst-case profit"", ""worst-case profit edges"", ""auctioneer problem"", ""optimal matching"", ""optimal cycle"", ""optimal divisible"", ""optimal subset"", ""optimal indivisible"", ""optimal worst-case"", ""matching orders"", ""divisible orders"", ""indivisible orders"", ""matching problem"", ""edge order"", ""order graph"", ""profit cycle"", ""divisible order"", ""worst-case profit"", ""divisible matching"", ""indivisible order"", ""indivisible matching"", ""divisible pair"", ""indivisible pair"", ""worst-case state"", ""optimal"", ""orders"", ""traders"", ""auctioneer"", ""problem"", ""market"", ""edge"", ""graph"", ""profit"", ""−"", ""="", ""order"", ""edges"", ""matching"", ""cycle"", ""divisible"", ""subset"", ""number"", ""indivisible"", ""worst-case"", ""pair"", ""state""]","[""subset betting"", ""expressive bet"", ""complex polynomial transformation"", ""computational complexity"", ""bipartite graph"", ""bilateral trading partner"", ""pair-betting market"", ""polynomial-time algorithm"", ""order match"", ""permutation betting"", ""information aggregation"", ""permutation combinatoric"", ""greedy algorithm"", ""prediction market"", ""minimum feedback""]"
"SubString{String}[""web search"", ""caption features"", ""a caption"", ""search results"", ""search result"", ""terms query"", ""query terms"", ""other search"", ""first query"", ""a query"", ""first clickthrough"", ""a clickthrough"", ""other results"", ""other features"", ""other user"", ""caption"", ""first result"", ""a user"", ""other terms"", ""a result"", ""a snippet"", ""first page"", ""snippet feature"", ""a page"", ""first feature"", ""query"", ""a feature"", ""search"", ""a relevance"", ""clickthrough"", ""results"", ""features"", ""user"", ""result"", ""terms"", ""other"", ""snippet"", ""first"", ""page"", ""a"", ""snippets"", ""feature"", ""relevance"", ""figure"", ""clickthroughs""]","[""web search"", ""snippet"", ""clickthrough inversion"", ""query re-formulation"", ""human factor"", ""query term match"", ""caption feature"", ""web search behavior"", ""clickthrough pattern"", ""significant word"", ""summarization"", ""query log"", ""extractive summarization""]"
"SubString{String}[""value v ="", ""· v ="", ""v ="", ""· v −"", ""agents a contract"", ""optimal contract problem"", ""a ="", ""agents a set"", ""agents case"", ""v −"", ""optimal contract"", ""different agents"", ""="", ""a success function"", ""agents effort"", ""optimal set"", ""optimal number"", ""technology function"", ""− orbit"", ""value v"", ""function v"", ""such technology"", ""· v"", ""v ·"", ""general case"", ""a technology"", ""success function"", ""probability function"", ""transition value"", ""principal\""s value"", ""a value"", ""agents"", ""a function"", ""success probability"", ""optimal"", ""principal\""s problem"", ""−"", ""a principal"", ""a different"", ""a problem"", ""a success"", ""a general"", ""such a"", ""a set"", ""a transition"", ""technology"", ""case"", ""value"", ""v"", ""function"", ""contract"", ""agent"", ""·"", ""principal"", ""different"", ""problem"", ""success"", ""general"", ""probability"", ""such"", ""effort"", ""set"", ""number"", ""transition"", ""principal\""s"", ""orbit"", ""a""]","[""contract optimal set"", ""classical principalagent"", ""series-parallel network"", ""k-orbit"", ""con"", ""quality of service"", ""nash equilibrium"", ""principal-agent model"", ""incentive"", ""optimal set of contract"", ""service quality"", ""anonymous technology"", ""agency theory"", ""unaccountability price"", ""price of unaccountability"", ""contractible action"", ""combinatorial agency""]"
"SubString{String}[""representative word features"", ""event detection algorithm"", ""bursty events detection"", ""periodic features"", ""aperiodic features"", ""bursty features"", ""periodic event"", ""aperiodic event"", ""bursty event"", ""periodic feature"", ""event detection"", ""word features"", ""representative features"", ""bursty feature"", ""event time"", ""same event"", ""word feature"", ""feature set"", ""periodic events"", ""aperiodic events"", ""bursty events"", ""features"", ""event"", ""feature"", ""aperiodic bursty"", ""same periodic"", ""events"", ""="", ""same algorithm"", ""news"", ""periodic"", ""aperiodic"", ""bursty"", ""detection"", ""pages"", ""power"", ""time"", ""word"", ""representative"", ""same"", ""stopwords"", ""set"", ""algorithm"", ""number""]","[""time series"", ""word signal"", ""topic tracking"", ""event detection"", ""periodic event"", ""topic detection"", ""news stream"", ""word trajectory"", ""text stream"", ""gaussian"", ""feature categorization"", ""dft"", ""spectral analysis"", ""aperiodic event""]"
"SubString{String}[""audio conference"", ""other conference control"", ""audio streams a"", ""a conference"", ""conference control"", ""audio packets"", ""audio streams"", ""conference"", ""a number"", ""many clients"", ""many packets"", ""many streams"", ""more streams"", ""audio"", ""a packet"", ""a conferencing"", ""clients"", ""many conferencing"", ""number"", ""conferencing system"", ""packet time"", ""a more"", ""a domain"", ""packets"", ""a server"", ""streams"", ""packet"", ""conferencing"", ""other"", ""traffic"", ""a"", ""control"", ""many"", ""more"", ""domain"", ""pp."", ""system"", ""time"", ""server""]","[""audio service framework"", ""voip"", ""voip conferencing system"", ""partial mixing"", ""simultaneous speaker"", ""packet-switched network"", ""real-time audio"", ""three simultaneous speaker sufficiency"", ""virtual conferencing environment"", ""voice activity detection"", ""sip"", ""vad technique"", ""conference server"", ""sufficiency of three simultaneous speaker"", ""vce"", ""loudness number""]"
"SubString{String}[""utility function such"", ""utility function"", ""demand function"", ""i ="", ""utility functions"", ""utility such"", ""demand functions"", ""demand observations"", ""="", ""demand theory"", ""i demand"", ""≤ i ≤"", ""+ such"", ""function"", ""utility"", ""learning algorithm"", ""demand"", ""−"", ""set"", ""∈"", ""functions"", ""such"", ""observations"", ""+"", ""·"", ""algorithm"", ""theory"", ""sample"", ""preference"", ""i"", ""≤"", ""learning""]","[""fat shattering dimension"", ""observation finite set"", ""machine learn"", ""monotone concave utility function"", ""rationalizability"", ""fat shatter"", ""finite set of observation"", ""probably approximately correct"", ""demand function"", ""learning from revealed preference"", ""income-lipschitz"", ""reveal preference"", ""complexity problem"", ""forecast""]"
